"Date","Day","Month","Year","Type","Country","Area","Location","Activity","Sex","Age","Injury","Fatal..Y.N.","Species","address","latitude","longitude"
"6-Jun-10",6,"Jun",2010,"Unprovoked","AUSTRALIA","Western Australia","Conspicuous Beach, near Walpole","Surfing","M",40,"Severe laceration to right knee","N","Unknown","Conspicuous Beach, near Walpole , Western Australia , AUSTRALIA",-35.0320883137948,116.856822636575
"30-May-10",30,"May",2010,"Provoked","USA","Florida","Off Tarpon Springs","Fishing","M",49,"Laceration to left calf by hooked shark PROVOKED INCIDENT","N","Lemon shark","Off Tarpon Springs , Florida , USA",28.1508400000001,-82.7530599999999
"18-May-10",18,"May",2010,"Unprovoked","VIETNAM","Binh Dinh Province","Quy Nhon","Swimming","F",60,"Severe lacerations to left foot","N","Unknown","Quy Nhon , Binh Dinh Province , VIETNAM",13.7697600000001,109.23227
"3-May-10",3,"May",2010,"Unprovoked","MADAGASCAR","Antsiranana Province","Ambatolaoka, Nosy Be Island","Diving","M",59,"Lacerations to arm & chest","N","Unknown","Ambatolaoka, Nosy Be Island , Antsiranana Province , MADAGASCAR",-19.10337931,48.672928051
"1-May-10",1,"May",2010,"Unprovoked","USA","Florida","New Smyrna Beach","Walking","F",10,"Minor puncture wounds to right ankle","N","Unknown","New Smyrna Beach , Florida , USA",29.02716,-80.92303
"19-Apr-10",19,"Apr",2010,"Unprovoked","USA","Hawaii","Hanalei Bay, Kauai","Surfing","M",68,"No injury, surfboard bitten","N","Unknown","Hanalei Bay, Kauai , Hawaii , USA",22.21,-159.50917
"13-Apr-10",13,"Apr",2010,"Unprovoked","SOUTH AFRICA","Eastern Cape Province","East Beach, Port Alfred","Surfing","M",35,"Both feet bitten","N","Unknown","East Beach, Port Alfred , Eastern Cape Province , SOUTH AFRICA",-33.60176,26.8995600000001
"4-Apr-10",4,"Apr",2010,"Unprovoked","EGYPT","Sinai Peninsula","Sharm el-Sheikh","Swimming","M",24,"Lacerations to left ankle and foot","N","Oceanic whitetip shark","Sharm el-Sheikh , Sinai Peninsula , EGYPT",27.86951,34.3041900000001
"27-Mar-10",27,"Mar",2010,"Unprovoked","REUNION","Saint-Benoit","Bittern","Surfing","M",34,"No injury, board bitten","N","Unknown","Bittern , Saint-Benoit , REUNION",-21.0357799999999,55.71518
"15-Feb-10",15,"Feb",2010,"Unprovoked","FIJI","Off Vanua Levu","Nara Reef","Diving","M",19,"FATAL","Y","Unknown","Nara Reef , Off Vanua Levu , FIJI",-17.73333,177.95
"13-Feb-10",13,"Feb",2010,"Unprovoked","AUSTRALIA","Queensland","Dent Island, Whitsundays","Snorkeling","F",60,"Lacerations to legs & buttocks","N","Unknown","Dent Island, Whitsundays , Queensland , AUSTRALIA",-20.3,148.93333
"11-Feb-10",11,"Feb",2010,"Unprovoked","AUSTRALIA","New South Wales","Mona Vale Beach, Sydney","Surfing","M",46,"Minor injury, lacerations to left lower leg","N","Wobbegong shark","Mona Vale Beach, Sydney , New South Wales , AUSTRALIA",-33.67884,151.31172
"6-Feb-10",6,"Feb",2010,"Unprovoked","AUSTRALIA","New South Wales","Turners' Beach","Paddle and Boogie boarding","M",18,"No injury, shark & board collided","N","White shark","Turners' Beach , New South Wales , AUSTRALIA",-29.43154,153.36317
"3-Feb-10",3,"Feb",2010,"Unprovoked","USA","Florida","Stuart, Martin County","Paddle and Boogie boarding","M",38,"FATAL","Y","Unknown","Stuart, Martin County , Florida , USA",27.20032,-80.2558
"1-Feb-10",1,"Feb",2010,"Provoked","NEW ZEALAND","South Island","Oreti Beach","Paddle and Boogie boarding","F",14,"Stepped on shark PROVOKED INCIDENT","N","Unknown","Oreti Beach , South Island , NEW ZEALAND",-46.43537378,168.245184382
"22-Jan-10",22,"Jan",2010,"Unprovoked","UNITED ARAB?EMIRATES","Dubai","Umm Suqeim Beach, Dubai","Surfing","M",54,"Laceration to bottom of foot","N","Unknown","Umm Suqeim Beach, Dubai , Dubai , UNITED ARAB?EMIRATES",25.15783,55.2101500000001
"12-Jan-10",12,"Jan",2010,"Unprovoked","SOUTH AFRICA","Western Province","Fish Hoek","Standing","M",37,"FATAL","Y","White shark","Fish Hoek , Western Province , SOUTH AFRICA",-34.13814,18.4233600000001
"9-Jan-10",9,"Jan",2010,"Unprovoked","AUSTRALIA","Torres Strait","Thursday Island","Snorkeling","F",9,"2 sets of minor lacerations below her right knee","N","Reef shark","Thursday Island , Torres Strait , AUSTRALIA",-10.5836199999999,142.21637
"6-Jan-10",6,"Jan",2010,"Unprovoked","USA","Florida","Elliot Key","Fishing","M",32,"Lacerations to  arm","N","Unknown","Elliot Key , Florida , USA",28.6931100504906,-81.7631099101916
"29-Dec-09",29,"Dec",2009,"Unprovoked","SOUTH AFRICA","Eastern Cape Province","Port Alfred","Walking","M",20,"Lacerations to  left foot","N","Unknown","Port Alfred , Eastern Cape Province , SOUTH AFRICA",-33.58823,26.89324
"26-Dec-09",26,"Dec",2009,"Provoked","AUSTRALIA","New South Wales","Avoca Beach","Swimming","M",55,"Lacerations to lower left leg after stepping on the shark                 PROVOKED INCIDENT","N","Unknown","Avoca Beach , New South Wales , AUSTRALIA",-33.46744,151.43378
"22-Dec-09",22,"Dec",2009,"Unprovoked","MOZAMBIQUE","Maputo Province","Ponta do Ouro","Swimming","M",27,"Multiple lacerations to right torso & arm. Defense wounds on  hands","N","Zambesi shark","Ponta do Ouro , Maputo Province , MOZAMBIQUE",-26.84201,32.88608
"20-Dec-09",20,"Dec",2009,"Unprovoked","AUSTRALIA","Queensland","Lamont Reef","Fishing","M",18,"Lacerations to hand & forearm","N","Bull shark","Lamont Reef , Queensland , AUSTRALIA",-23.6,152.03333
"18-Dec-09",18,"Dec",2009,"Unprovoked","SOUTH AFRICA","Eastern Cape Province","Second Beach, Port St. Johns","Paddle and Boogie boarding","M",22,"FATAL","Y","Unknown","Second Beach, Port St. Johns , Eastern Cape Province , SOUTH AFRICA",-31.6505999999999,29.5149200000001
"16-Dec-09",16,"Dec",2009,"Unprovoked","NEW ZEALAND","South Island","Clark Island","Swimming","M",24,"FATAL","Y","White shark","Clark Island , South Island , NEW ZEALAND",-42.9999999999999,171
"13-Dec-09",13,"Dec",2009,"Unprovoked","AUSTRALIA","New South Wales","Coffee Head","Surfing","M",39,"Laceration to big toe","N","Unknown","Coffee Head , New South Wales , AUSTRALIA",-33.88359,151.20313
"5-Dec-09",5,"Dec",2009,"Provoked","USA","New Jersey","Adventure Aquarium, Camden","Diving","M",58,"Lacerations & puncture wounds to right calf & ankle when diver accidentally backed into the shark  PROVOKED INCIDENT","N","Tiger shark","Adventure Aquarium, Camden , New Jersey , USA",39.9454500000001,-75.13129
"24-Nov-09",24,"Nov",2009,"Unprovoked","USA","Florida","Lori Wilson Park, Cocoa Beach, Brevard County","Walking","M",10,"Left foot bitten","N","Unknown","Lori Wilson Park, Cocoa Beach, Brevard County , Florida , USA",28.3377600000001,-80.61026
"16-Nov-09",16,"Nov",2009,"Unprovoked","USA","California","Loch Lomond, Marin County","Fishing","M",31,"Puncture wounds and minor lacerations to dorsal surface of his left hand","N","Thresher shark","Loch Lomond, Marin County , California , USA",37.9763100000001,-122.4866
"16-Nov-09",16,"Nov",2009,"Unprovoked","USA","Florida","Jupiter, Palm Beach County","Surfing","M",22,"Foot bitten","N","Unknown","Jupiter, Palm Beach County , Florida , USA",26.9327700000001,-80.10189
"13-Nov-09",13,"Nov",2009,"Unprovoked","USA","Florida","Jupiter, Palm Beach County","Surfing","F",27,"Foot bitten","N","Unknown","Jupiter, Palm Beach County , Florida , USA",26.9327700000001,-80.10189
"11-Nov-09",11,"Nov",2009,"Unprovoked","USA","Florida","New Smyrna Beach, Volusia County","Surfing","M",18,"Foot bitten","N","Unknown","New Smyrna Beach, Volusia County , Florida , USA",29.02716,-80.92303
"8-Nov-09",8,"Nov",2009,"Unprovoked","AUSTRALIA","South Australia","Second Valley","Kayaking","M",25,"Ankle bitten","N","Unknown","Second Valley , South Australia , AUSTRALIA",-35.52874,138.2274
"5-Nov-09",5,"Nov",2009,"Unprovoked","USA","California","Davenport, Santa Cruz County","Surfing","M",21,"No injury, board broken in half","N","Unknown","Davenport, Santa Cruz County , California , USA",37.0113400000001,-122.19539
"30-Oct-09",30,"Oct",2009,"Boating","AUSTRALIA","Victoria","Portland","Kayaking","M",27,"No injury, shark bit kayak","N","White shark","Portland , Victoria , AUSTRALIA",-38.35309,141.61166
"28-Oct-09",28,"Oct",2009,"Unprovoked","AUSTRALIA","New South Wales","Lennox Heads","Paddle and Boogie boarding","F",17,"No injury, shark bit rear of paddleboard","N","Unknown","Lennox Heads , New South Wales , AUSTRALIA",-28.79837,153.59273
"19-Oct-09",19,"Oct",2009,"Unprovoked","USA","Hawaii","Kalama Park, Maui","Surfing","M",54,"Bitten on upper right thigh & right ankle","N","Unknown","Kalama Park, Maui , Hawaii , USA",20.73472,-156.45583
"18-Oct-09",18,"Oct",2009,"Unprovoked","PANAMA","Bocas","Playa La Caba?a","Walking","F",10,"Arm & torso bitten","N","Unknown","Playa La Caba?a , Bocas , PANAMA",9.35000000000002,-82.2499999999999
"17-Oct-09",17,"Oct",2009,"Provoked","SCOTLAND","Fife","Deep Sea World Aquarium","Diving","M",23,"15-20 puncture wounds to arm by captive shark  PROVOKED INCIDENT","N","Angel shark","Deep Sea World Aquarium , Fife , SCOTLAND",56.0089600000001,-3.38971999999995
"14-Oct-09",14,"Oct",2009,"Unprovoked","AUSTRALIA","Western Australia",NA,"Diving","M",23,"Severe lacerations to lower right leg","N","Bull shark","NA , Western Australia , AUSTRALIA",-25.4704295679999,122.180740023
"2-Oct-09",2,"Oct",2009,"Provoked","UNITED KINGDOM","Devon","Mewstone Rock","Fishing","M",39,"Injury to forearm from shark's spine PROVOKED INCIDENT","N","Dogfish shark","Mewstone Rock , Devon , UNITED KINGDOM",50.21012267,-3.78429185099998
"12-Sep-09",12,"Sep",2009,"Invalid","USA","North Carolina","Corolla, Currituck County","Swimming","M",60,"FATAL","Y","Unknown","Corolla, Currituck County , North Carolina , USA",36.3801800000001,-75.8306499999999
"7-Sep-09",7,"Sep",2009,"Unprovoked","BRAZIL","Pernambuco","Piedade, Recife","Swimming","M",15,"FATAL","Y","Unknown","Piedade, Recife , Pernambuco , BRAZIL",-8.05410018571252,-34.8789544985325
"29-Aug-09",29,"Aug",2009,"Unprovoked","SOUTH AFRICA","Western Cape Province","Glentana","Surfing","M",25,"FATAL","Y","White shark","Glentana , Western Cape Province , SOUTH AFRICA",-33.8766899999999,22.3608400000001
"25-Aug-09",25,"Aug",2009,"Unprovoked","USA","California","Terramar Beach, Carlsbad, San Diego County","Swimming","F",22,"Puncture wounds to left foot & calf","N","White shark","Terramar Beach, Carlsbad, San Diego County , California , USA",33.1658800000001,-117.33822
"10-Aug-09",10,"Aug",2009,"Unprovoked","USA","Florida","Ponce, Volusia County","Swimming","M",26,"Puncture marks on left foot","N","Unknown","Ponce, Volusia County , Florida , USA",29.04750798,-81.16204091
"1-Aug-09",1,"Aug",2009,"Unprovoked","USA","Louisiana","Curlew Island, Breton Sound","Walking","M",56,"Right ankle & foot bitten","N","Bull shark","Curlew Island, Breton Sound , Louisiana , USA",29.6465900000001,-88.96865
"31-Jul-09",31,"Jul",2009,"Unprovoked","BAHAMAS","Abaco Islands","Spanish Cay","Fishing","M",14,"Lacerations to calf","N","Bull shark","Spanish Cay , Abaco Islands , BAHAMAS",26.95,-77.53333
"30-Jul-09",30,"Jul",2009,"Unprovoked","AUSTRALIA","New South Wales","Broken Head","Surfing","M",14,"Left forearm grazed & puncture marks in wetsuit","N","Unknown","Broken Head , New South Wales , AUSTRALIA",-28.7112,153.59355
"29-Jul-09",29,"Jul",2009,"Unprovoked","VIETNAM","Binh Dinh Province","Quy Nhon","Swimming","F",41,"Foot bitten","N","Unknown","Quy Nhon , Binh Dinh Province , VIETNAM",13.7697600000001,109.23227
"24-Jul-09",24,"Jul",2009,"Unprovoked","USA","Texas","South Padre Island","Walking","F",14,"Lacerations to anterior left lower leg","N","Unknown","South Padre Island , Texas , USA",26.1184500000001,-97.1698699999999
"22-Jul-09",22,"Jul",2009,"Unprovoked","USA","North Carolina","Holden Beach. Brunswick County","Swimming","F",26,"Laceration to left foot","N","Unknown","Holden Beach. Brunswick County , North Carolina , USA",33.9144900000001,-78.2622
"22-Jul-09",22,"Jul",2009,"Unprovoked","USA","Florida","Intracoastal Waterway,      St. Petersburg","Swimming","F",19,"Laceration to lower right leg","N","Unknown","Intracoastal Waterway,      St. Petersburg , Florida , USA",27.77119,-82.6387599999999
"18-Jul-09",18,"Jul",2009,"Unprovoked","VIETNAM","Binh Dinh Province","Quy Nhon","Swimming","M",57,"Severe bite to right leg","N","Unknown","Quy Nhon , Binh Dinh Province , VIETNAM",13.7697600000001,109.23227
"7-Jul-09",7,"Jul",2009,"Unprovoked","SOUTH AFRICA","Western Cape Province","Jogensfontein, Stilbaai","Surfing","M",37,"Leg bitten","N","Unknown","Jogensfontein, Stilbaai , Western Cape Province , SOUTH AFRICA",-34.4243999999999,21.33851
"5-Jul-09",5,"Jul",2009,"Unprovoked","USA","Florida","Daytona Beach, Volusia County","Paddle and Boogie boarding","F",12,"Right ankle bitten","N","Unknown","Daytona Beach, Volusia County , Florida , USA",29.2035700000001,-81.0393999999999
"4-Jul-09",4,"Jul",2009,"Provoked","USA","Florida","Biscayne National Park, Miami","Swimming","F",43,"Thigh injured by hooked shark PROVOKED INCIDENT","N","Grey nurse shark","Biscayne National Park, Miami , Florida , USA",25.46286,-80.3465199999999
"1-Jun-09",1,"Jun",2009,"Unprovoked","EGYPT","St. Johns Reef","Habili Gafar","Snorkeling","F",50,"FATAL","Y","Oceanic whitetip shark","Habili Gafar , St. Johns Reef , EGYPT",23.4446600000001,35.9830200000001
"31-May-09",31,"May",2009,"Provoked","TAIWAN","Off Green Island","Onboard the fishing vessel Chin Sheng Fa 13","Fishing","M",46,"Lacerations to knee & left lower leg by electrocuted captive shark PROVOKED INCIDENT","N","Unknown","Onboard the fishing vessel Chin Sheng Fa 13 , Off Green Island , TAIWAN",23.9734500000001,121.5632
"17-May-09",17,"May",2009,"Unprovoked","USA","Florida","New Smyrna Beach, Volusia County","Surfing","M",31,"Lacerations to left leg & foot","N","Unknown","New Smyrna Beach, Volusia County , Florida , USA",29.02716,-80.92303
"16-May-09",16,"May",2009,"Unprovoked","USA","Florida","New Smyrna Beach, Volusia County","Surfing","M",49,"Lacerations to right foot","N","Unknown","New Smyrna Beach, Volusia County , Florida , USA",29.02716,-80.92303
"16-May-09",16,"May",2009,"Unprovoked","USA","Florida","New Smyrna Beach, Volusia County","Surfing","M",55,"Lacerations to right hand","N","Unknown","New Smyrna Beach, Volusia County , Florida , USA",29.02716,-80.92303
"12-May-09",12,"May",2009,"Provoked","GUAM","North Region","Ritidian Point","Fishing","M",27,"Speared shark bit his forearm PROVOKED INCIDENT","N","Blacktip shark","Ritidian Point , North Region , GUAM",13.6506200000001,144.86285
"6-Mar-09",6,"Mar",2009,"Provoked","BAHAMAS","Exuma Islands",NA,"Fishing","M",48,"Lacerations to right forearm after he poked the shark with his spear PROVOKED INCIDENT","N","Unknown","NA , Exuma Islands , BAHAMAS",24.2500000000001,-76.4999999999999
"21-Apr-09",21,"Apr",2009,"Unprovoked","USA","Florida","New Smyrna Beach, Volusia County","Surfing","M",20,"3 puncture wounds to posterior right ankle","N","Unknown","New Smyrna Beach, Volusia County , Florida , USA",29.02716,-80.92303
"20-Apr-09",20,"Apr",2009,"Unprovoked","PHILIPPINES","Batangas province","Mabini","Swimming","M",23,"Legs bitten","N","Unknown","Mabini , Batangas province , PHILIPPINES",14.4955,120.5941
"19-Apr-09",19,"Apr",2009,"Unprovoked","USA","Florida","Carlin Park, Jupiter Inlet","Surfing","M",52,"Left foot bitten","N","Unknown","Carlin Park, Jupiter Inlet , Florida , USA",26.9316400000001,-80.06985
"17-Apr-09",17,"Apr",2009,"Unprovoked","USA","Florida","Walton Rocks, St Lucie County","Surfing","M",31,"Laceration to forearm","N","Unknown","Walton Rocks, St Lucie County , Florida , USA",27.3410200000001,-80.23506
"12-Apr-09",12,"Apr",2009,"Unprovoked","AUSTRALIA","New South Wales","Fingal Bay","Surfing","M",40,"No injury, catapulted into the water & ski damage","N","Unknown","Fingal Bay , New South Wales , AUSTRALIA",-32.7445299999999,152.1694
"3-Apr-09",3,"Apr",2009,"Unprovoked","USA","Florida","Sanibel Island, Lee County","Walking","M",15,"Lacerations to right foot and ankle","N","Unknown","Sanibel Island, Lee County , Florida , USA",26.4403600000001,-82.1136999999999
"27-Mar-09",27,"Mar",2009,"Provoked","SOUTH AFRICA","Eastern Cape Province","2-3 km north of Sunday's River mouth","Fishing","M",59,"Calf bitten while helping angler measure the shark during fishing competition PROVOKED INCIDENT","N","Raggedtooth shark","2-3 km north of Sunday's River mouth , Eastern Cape Province , SOUTH AFRICA",-33.7157799999999,25.85369
"21-Mar-09",21,"Mar",2009,"Unprovoked","SOUTH AFRICA","Eastern Cape Province","Second Beach, Port St. John's","Surfing","M",16,"FATAL","Y","Unknown","Second Beach, Port St. John's , Eastern Cape Province , SOUTH AFRICA",-31.6505999999999,29.5149200000001
"20-Mar-09",20,"Mar",2009,"Unprovoked","AUSTRALIA","New South Wales","Blue Bay","Surfing","M",17,"Laceration to right foot, puncture wounds to calf","N","Bronze whaler shark","Blue Bay , New South Wales , AUSTRALIA",-33.35506,151.49846
"18-Mar-09",18,"Mar",2009,"Unprovoked","USA","Florida","Ponce Inlet, Volusia County","Surfing","F",17,"Minor bite to ankle","N","Unknown","Ponce Inlet, Volusia County , Florida , USA",29.12154,-80.9520899999999
"16-Mar-09",16,"Mar",2009,"Provoked","AUSTRALIA","Western Australia","The Natural Jetty, Rottnest Island","Walking","M",21,"Thigh bitten when he trod on the shark PROVOKED INCIDENT","N","Wobbegong shark","The Natural Jetty, Rottnest Island , Western Australia , AUSTRALIA",-31.99929,115.53102
"6-Mar-09",6,"Mar",2009,"Unprovoked","NEW CALEDONIA","South Province","Bourail","Surfing","M",19,"FATAL","Y","Unknown","Bourail , South Province , NEW CALEDONIA",-21.5666699999999,165.48333
"2-Mar-09",2,"Mar",2009,"Provoked","SOUTH AFRICA","Western Cape Province","Off Cape Point","Fishing","M",40,"Lacerations to arm and 2 fingers by hooked shark PROVOKED INCIDENT","N","Blue shark","Off Cape Point , Western Cape Province , SOUTH AFRICA",-33.8766899999999,22.3608400000001
"1-Mar-09",1,"Mar",2009,"Unprovoked","AUSTRALIA","New South Wales","Avalon","Surfing","M",15,"Lacerations to leg","N","Unknown","Avalon , New South Wales , AUSTRALIA",-33.6358299999999,151.328
"12-Feb-09",12,"Feb",2009,"Unprovoked","AUSTRALIA","New South Wales","Bondi Beach, Sydney","Surfing","M",33,"Severe injury to hand","N","White shark","Bondi Beach, Sydney , New South Wales , AUSTRALIA",-33.88866,151.27786
"11-Feb-09",11,"Feb",2009,"Unprovoked","AUSTRALIA","New South Wales","Garden Point, Woolloomooloo Sydney Harbour","Diving","M",31,"Severe injuries to right hand & right thigh. Right hand  surgically amputated & his right leg a week later","N","Bull shark","Garden Point, Woolloomooloo Sydney Harbour , New South Wales , AUSTRALIA",-33.8688799999999,151.21951
